weight,height,40yd,player_id,cluster,Unnamed: 0,player_name,pos_abbr,draft_year,position,Bench,Vertical,Shuttle,career_avg_run,Completion Percentage,career_avg_penalty
0.8723404255319149,0.8139534883720945,0.2881355932203391,29007,4,52,Peter Konz,C,2012,C,,,,,,
0.6382978723404253,0.3720930232558146,0.6101694915254239,27705,6,93,Ben Jones,C,2012,C,,,,,,
0.8085106382978724,0.395348837209303,0.3050847457627128,28586,6,102,Philip Blake,C,2012,C,,,,,,
0.5319148936170208,0.0465116279069768,0.3220338983050848,28002,1,212,David Molk,C,2012,C,,,,,,
0.829787234042553,0.5581395348837219,1.0,30283,0,310,Travis Frederick,C,2013,C,,,,,,
0.8723404255319149,0.4418604651162798,0.0,30374,3,385,Brian Schwenke,C,2013,C,,,,,,
0.7021276595744679,0.7209302325581408,0.7457627118644066,30246,0,391,Barrett Jones,C,2013,C,,,,,,
0.6170212765957448,0.4883720930232567,0.5084745762711869,30159,6,400,Khaled Holmes,C,2013,C,,,,,,
0.6595744680851059,0.6046511627906987,0.4241323648103314,30119,2,449,Eric Kush,C,2013,C,,,,,,
0.5319148936170208,0.5116279069767451,0.1864406779661021,33657,3,604,Weston Richburg,C,2014,C,,,,,,
1.0,0.5116279069767451,0.6610169491525433,34735,0,631,Marcus Martin,C,2014,C,,,,,,
0.829787234042553,0.8139534883720945,0.4915254237288149,34133,4,637,Travis Swanson,C,2014,C,,,,,,
0.8936170212765955,0.6046511627906987,0.7627118644067803,33090,0,665,Bryan Stork,C,2014,C,,,,,,
0.787234042553191,0.4651162790697682,0.4241323648103314,34734,6,671,Russell Bodine,C,2014,C,,,,,,
0.5957446808510634,0.395348837209303,0.4237288135593235,34373,6,720,Corey Linsley,C,2014,C,,,,,,
0.5106382978723403,0.8837209302325579,0.2033898305084758,34897,5,732,Wesley Johnson,C,2014,C,,,,,,
0.4255319148936172,0.8372093023255829,0.4241323648103314,34388,5,763,Luke Bowanko,C,2014,C,,,,,,
0.8510638297872335,0.9069767441860463,0.2711864406779671,46825,4,910,Cameron Erving,C,2015,C,,,,,,
0.5106382978723403,0.4418604651162798,0.0677966101694931,46896,3,961,Hroniss Grasu,C,2015,C,,,,,,
0.6595744680851059,0.2093023255813957,0.4241323648103314,47018,1,1017,Shaq Mason,C,2015,C,,,,,,
0.7659574468085104,0.6511627906976756,0.4237288135593235,46941,2,1019,Max Garcia,C,2015,C,,,,,,
0.7021276595744679,0.3255813953488378,0.8644067796610173,47054,0,1094,Andy Gallik,C,2015,C,,,,,,
0.5957446808510634,0.395348837209303,0.4241323648103314,47582,6,1108,Austin Reiter,C,2015,C,,,,,,
0.8085106382978724,0.6279069767441872,0.0677966101694931,50307,3,1271,Ryan Kelly,C,2016,C,,,,,,
0.5531914893617023,0.6511627906976756,0.3898305084745761,49817,2,1303,Nick Martin,C,2016,C,,,,,,
0.5319148936170208,0.8139534883720945,0.2203389830508477,50309,5,1319,Max Tuerk,C,2016,C,,,,,,
0.6382978723404253,0.6046511627906987,0.4241323648103314,50475,2,1331,Isaac Seumalo,C,2016,C,,,,,,
0.7234042553191484,0.9767441860465116,0.2372881355932214,50308,4,1347,Graham Glasgow,C,2016,C,,,,,,
0.5531914893617023,0.2093023255813957,0.4241323648103314,50320,1,1462,Joey Hunt,C,2016,C,,,,,,
0.5319148936170208,0.2790697674418609,0.6271186440677976,50310,1,1491,Austin Blythe,C,2016,C,,,,,,
0.4468085106382977,0.116279069767442,0.5084745762711869,49819,1,1511,Jack Allen,C,2016,C,,,,,,
0.6808510638297873,0.5116279069767451,0.6779661016949152,49823,0,1523,Matt Skura,C,2016,C,,,,,,
0.6382978723404253,0.6511627906976756,0.0338983050847456,50311,3,1559,Jake Brendel,C,2016,C,,,,,,
0.4680851063829783,0.0,0.4241323648103314,50312,1,1572,Kyle Friend,C,2016,C,,,,,,
0.5106382978723403,0.1860465116279073,0.4241323648103314,49820,1,1613,Mike Matthews,C,2016,C,,,,,,
0.787234042553191,1.0,0.2711864406779671,51556,4,1676,Ethan Pocic,C,2017,C,,,,,,
0.6382978723404253,0.3720930232558146,0.5593220338983063,51628,6,1688,Pat Elflein,C,2017,C,,,,,,
0.6382978723404253,0.6511627906976756,0.4241323648103314,52047,2,1751,Sean Harlow,C,2017,C,,,,,,
0.7659574468085104,0.7906976744186061,0.4241323648103314,51946,4,1790,J.J. Dielman,C,2017,C,,,,,,
0.829787234042553,0.5581395348837219,0.9322033898305088,51756,0,1811,Chase Roullier,C,2017,C,,,,,,
0.7234042553191484,0.7674418604651176,0.4237288135593235,51757,4,1854,Kyle Fuller,C,2017,C,,,,,,
0.5319148936170208,0.5116279069767451,0.4241323648103314,51630,2,1867,Tyler Orlosky,C,2017,C,,,,,,
0.7234042553191484,0.7906976744186061,0.8813559322033893,51555,0,1869,Jon Toth,C,2017,C,,,,,,
0.5744680851063828,0.5813953488372103,0.4241323648103314,51629,2,1926,Cameron Tom,C,2017,C,,,,,,
0.0,0.8372093023255829,0.4241323648103314,52001,5,1971,Daniel Brunskill,C,2017,C,,,,,,
0.829787234042553,0.8372093023255829,0.4241323648103314,101708,4,1993,Frank Ragnow,C,2018,C,,,,,,
0.6808510638297873,0.5813953488372103,0.4241323648103314,101706,2,1994,Billy Price,C,2018,C,,,,,,
0.7021276595744679,0.5116279069767451,0.4241323648103314,101707,6,2012,James Daniels,C,2018,C,,,,,,
0.7446808510638299,0.6976744186046524,0.4241323648103314,101529,2,2052,Martinas Rankin,C,2018,C,,,,,,
0.6808510638297873,0.6511627906976756,0.4067796610169498,101709,2,2069,Mason Cole,C,2018,C,,,,,,
0.5744680851063828,0.0697674418604652,0.5932203389830519,101619,1,2083,Brian Allen,C,2018,C,,,,,,
0.8936170212765955,0.6279069767441872,0.1694915254237283,101574,3,2126,Scott Quessenberry,C,2018,C,,,,,,
0.9361702127659576,0.7441860465116292,0.4241323648103314,101860,4,2186,Bradley Bozeman,C,2018,C,,,,,,
0.8723404255319149,0.3488372093023262,0.4241323648103314,101577,6,2259,Skyler Phillips,C,2018,C,,,,,,
0.4680851063829783,0.4418604651162798,0.4237288135593235,101958,2,2295,Coleman Shelton,C,2018,C,,,,,,
0.5744680851063828,0.4418604651162798,0.4241323648103314,101861,6,2307,Brad Lundblade,C,2018,C,,,,,,
0.4680851063829783,0.4418604651162798,0.4241323648103314,101862,2,2312,Jake Bennett,C,2018,C,,,,,,
0.7021276595744679,0.4186046511627914,0.4241323648103314,103726,6,2358,Garrett Bradbury,C,2019,C,,,,,,
0.787234042553191,0.7209302325581408,0.4241323648103314,103535,4,2384,Elgton Jenkins,C,2019,C,,,,,,
0.6382978723404253,0.6046511627906987,0.4241323648103314,103735,2,2388,Erik McCoy,C,2019,C,,,,,,
0.6808510638297873,0.3720930232558146,0.4241323648103314,103763,6,2518,Lamont Gaillard,C,2019,C,,,,,,
0.787234042553191,0.6279069767441872,0.4241323648103314,104053,2,2555,Nick Allegretti,C,2019,C,,,,,,
0.7234042553191484,0.4186046511627914,0.4241323648103314,103801,6,2584,Javon Patterson,C,2019,C,,,,,,
0.6382978723404253,0.6279069767441872,0.4241323648103314,103634,2,2669,Jesse Burkett,C,2019,C,,,,,,
0.6595744680851059,0.395348837209303,0.4241323648103314,103692,6,2703,Sam Mustipher,C,2019,C,,,,,,
0.7234042553191484,0.395348837209303,0.4241323648103314,104435,6,2754,Cesar Ruiz,C,2020,C,,,,,,
0.7234042553191484,0.6046511627906987,0.4241323648103314,104437,2,2807,Matt Hennessy,C,2020,C,,,,,,
0.829787234042553,0.4651162790697682,0.4241323648103314,104212,6,2812,Lloyd Cushenberry III,C,2020,C,,,,,,
0.7659574468085104,0.4186046511627914,0.4241323648103314,104479,6,2884,Keith Ismael,C,2020,C,,,,,,
0.6170212765957448,0.0465116279069768,0.4241323648103314,104213,1,2888,Nick Harris,C,2020,C,,,,,,
0.6382978723404253,0.6279069767441872,0.4241323648103314,104690,2,2936,Jake Hanson,C,2020,C,,,,,,
0.4680851063829783,0.0697674418604652,0.4241323648103314,104700,1,2957,Dustin Woodard,C,2020,C,,,,,,
0.6170212765957448,0.4651162790697682,0.4241323648103314,104192,6,3042,Zach Shackelford,C,2020,C,,,,,,
0.8510638297872335,0.4418604651162798,0.4241323648103314,104486,6,3054,Trystan Colon-Castillo,C,2020,C,,,,,,
0.2289156626506026,0.9404958677685952,0.4680851063829792,27921,2,5,Morris Claiborne,CB,2012,CB,,,,,,
0.2530120481927711,0.9586776859504132,0.212765957446809,28295,4,9,Stephon Gilmore,CB,2012,CB,,,,,,
0.1927710843373495,0.9735537190082644,0.4680851063829792,27428,2,16,Dre Kirkpatrick,CB,2012,CB,,,,,,
0.2771084337349401,0.943801652892562,0.4042553191489357,28916,2,59,Casey Hayward,CB,2012,CB,,,,,,
0.4216867469879517,0.9768595041322312,0.4680851063829792,28742,3,62,Trumaine Johnson,CB,2012,CB,,,,,,
0.3614457831325302,0.9272727272727272,0.0212765957446805,28989,4,63,Josh Robinson,CB,2012,CB,,,,,,
0.4457831325301207,0.9338842975206612,0.3191489361702118,28771,3,76,Jamell Fleming,CB,2012,CB,,,,,,
0.1566265060240965,0.9256198347107438,0.4556737588652488,27936,2,81,Dwight Bentley,CB,2012,CB,,,,,,
0.108433734939759,0.9256198347107438,0.212765957446809,28931,4,88,Jayron Hosley,CB,2012,CB,,,,,,
0.3975903614457832,0.9305785123966942,0.4893617021276597,27476,3,95,Omar Bolden,CB,2012,CB,,,,,,
0.240963855421687,0.9421487603305784,0.1063829787234045,29030,4,109,Coty Sensabaugh,CB,2012,CB,,,,,,
0.1566265060240965,0.91900826446281,0.3404255319148941,27704,2,117,Brandon Boykin,CB,2012,CB,,,,,,
0.2530120481927711,0.9256198347107438,0.1914893617021285,28979,4,118,Ron Brooks,CB,2012,CB,,,,,,
0.3373493975903616,0.9553719008264464,0.7021276595744688,27599,0,136,Josh Norman,CB,2012,CB,,,,,,
0.3132530120481926,0.9322314049586776,0.7872340425531927,27436,0,139,De'quan Menzie,CB,2012,CB,,,,,,
0.2530120481927711,0.9272727272727272,0.4680851063829792,27820,2,148,Shaun Prater,CB,2012,CB,,,,,,
0.1807228915662651,0.943801652892562,0.4556737588652488,29069,2,162,Jeremy Lane,CB,2012,CB,,,,,,
0.3975903614457832,0.9256198347107438,0.4556737588652488,28478,3,164,Keith Tandy,CB,2012,CB,,,,,,
0.2289156626506026,0.9289256198347108,0.5106382978723403,27675,2,166,Mike Harris,CB,2012,CB,,,,,,
0.2530120481927711,0.9322314049586776,0.4556737588652488,28053,2,174,Isaiah Frey,CB,2012,CB,,,,,,
0.1566265060240965,0.9355371900826446,0.4556737588652488,28071,2,185,Jonte Green,CB,2012,CB,,,,,,
0.240963855421687,0.9404958677685952,0.4556737588652488,29107,2,200,Richard Crawford,CB,2012,CB,,,,,,
0.5180722891566267,0.9272727272727272,0.4893617021276597,29070,3,204,Jordan Bernstine,CB,2012,CB,,,,,,
0.108433734939759,0.9223140495867768,0.4556737588652488,28408,2,207,Greg McCoy,CB,2012,CB,,,,,,
0.4216867469879517,0.9256198347107438,0.4255319148936181,28041,3,210,Alfonzo Dennard,CB,2012,CB,,,,,,
0.3855421686746987,0.9504132231404958,0.1914893617021285,30220,4,288,Dee Milliner,CB,2013,CB,,,,,,
0.2650602409638556,0.0,0.2553191489361719,31079,1,291,D.J. Hayden,CB,2013,CB,,,,,,
0.2530120481927711,0.9471074380165287,0.212765957446809,29254,4,301,Desmond Trufant,CB,2013,CB,,,,,,
0.4939759036144577,0.971900826446281,0.3191489361702118,29986,3,304,Xavier Rhodes,CB,2013,CB,,,,,,
0.2771084337349401,0.9504132231404958,0.1702127659574479,29485,4,315,Darius Slay,CB,2013,CB,,,,,,
0.1927710843373495,0.9785123966942147,0.7021276595744688,29962,0,322,Johnthan Banks,CB,2013,CB,,,,,,
0.4337349397590362,0.965289256198347,0.3404255319148941,29234,3,330,David Amerson,CB,2013,CB,,,,,,
0.2771084337349401,0.9338842975206612,0.2340425531914896,30095,4,333,Jamar Taylor,CB,2013,CB,,,,,,
0.2289156626506026,0.9272727272727272,0.2340425531914896,30016,4,339,Robert Alford,CB,2013,CB,,,,,,
0.3855421686746987,0.9404958677685952,0.4042553191489357,30149,3,343,Dwayne Gratz,CB,2013,CB,,,,,,
0.2891566265060241,0.9206611570247932,0.5531914893617031,29309,2,347,Leon McFadden,CB,2013,CB,,,,,,
0.204819277108434,0.9090909090909092,0.4680851063829792,29205,2,348,Tyrann Mathieu,CB,2013,CB,,,,,,
0.3132530120481926,0.96198347107438,0.5319148936170226,29199,2,349,Blidi Wreh-Wilson,CB,2013,CB,,,,,,
0.2650602409638556,0.9404958677685952,0.5957446808510625,30247,0,361,Logan Ryan,CB,2013,CB,,,,,,
