,Player Name,Pick,Position,Team,Draft Year,Start Season,G,GS,Int,Int Yds,IntTD,PD,FF,Fmb,FR,FR Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,AV,Awards,AP DRoY-5,AP CPoY-2,AP CPoY-3,AP DPoY-7,AP CPoY-4,AP MVP-6,AP DPoY-5,AP CPoY-6,PB,AP DRoY-2,AP DPoY-17,AP DPoY-4,AP MVP-8,AP DRoY-3,AP DRoY-4,AP MVP-5,AP DPoY-1,AP-1,AP DPoY-2,AP-2,AP DPoY-3,AP CPoY-12,AP DRoY-1,AP DPoY-9,AP DPoY-6
0,Morris Claiborne,6,DB,DAL,2012,2012,40.0,36.0,3.0,-8.0,0.0,22.0,1.0,0.0,3.0,50.0,1.0,0.0,125.0,102.0,23.0,1.0,1.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Mark Barron,7,DB,TAM,2012,2012,62.0,51.0,3.0,15.0,0.0,26.0,4.0,1.0,2.0,8.0,0.0,6.0,364.0,276.0,88.0,27.0,11.0,0.0,29.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Luke Kuechly,9,LB,CAR,2012,2012,61.0,61.0,11.0,103.0,1.0,36.0,3.0,0.0,5.0,9.0,0.0,7.0,591.0,371.0,220.0,38.0,12.0,0.0,56.0,"AP DRoY-1, PB,AP-1,AP DPoY-1, PB,AP-1, PB,AP-1,AP DPoY-3",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0
3,Stephon Gilmore,10,DB,BUF,2012,2012,53.0,51.0,9.0,117.0,0.0,50.0,3.0,0.0,1.0,0.0,0.0,0.0,178.0,156.0,22.0,4.0,0.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Dontari Poe,11,DT,KAN,2012,2012,62.0,60.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,11.5,173.0,137.0,36.0,15.0,21.0,0.0,38.0,", PB,AP-2, PB",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,Fletcher Cox,12,DT,PHI,2012,2012,63.0,57.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,24.0,1.0,22.0,212.0,159.0,53.0,31.0,46.0,0.0,38.0,", AP-2, PB,AP-2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,Michael Brockers,14,DT,STL,2012,2012,61.0,60.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,14.5,153.0,109.0,44.0,27.0,26.0,0.0,28.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Bruce Irvin,15,DE,SEA,2012,2012,58.0,37.0,3.0,92.0,2.0,7.0,4.0,0.0,2.0,36.0,0.0,22.0,133.0,87.0,46.0,25.0,49.0,0.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Quinton Coples,16,DE,NYJ,2012,2012,62.0,32.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,16.5,114.0,77.0,37.0,30.0,56.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Dre Kirkpatrick,17,DB,CIN,2012,2012,51.0,20.0,6.0,53.0,2.0,28.0,0.0,0.0,1.0,9.0,0.0,1.0,127.0,110.0,17.0,1.0,1.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Melvin Ingram,18,DE,SDG,2012,2012,45.0,28.0,0.0,0.0,0.0,12.0,7.0,0.0,2.0,0.0,0.0,16.5,143.0,104.0,39.0,24.0,31.0,0.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Shea McClellin,19,DE,CHI,2012,2012,52.0,31.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,7.5,161.0,98.0,63.0,16.0,20.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Chandler Jones,21,DE,NWE,2012,2012,55.0,52.0,1.0,0.0,0.0,8.0,10.0,0.0,2.0,0.0,1.0,36.0,211.0,125.0,86.0,38.0,64.0,0.0,32.0,", PB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Dont'a Hightower,25,LB,NWE,2012,2012,54.0,51.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,6.0,1.0,14.5,307.0,200.0,107.0,28.0,33.0,0.0,27.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Whitney Mercilus,26,DE,HOU,2012,2012,63.0,43.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,5.0,0.0,30.0,174.0,116.0,58.0,35.0,52.0,0.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Nick Perry,28,DE,GNB,2012,2012,46.0,16.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,12.5,100.0,66.0,34.0,17.0,13.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Harrison Smith,29,DB,MIN,2012,2012,53.0,52.0,12.0,276.0,4.0,25.0,3.0,0.0,2.0,0.0,0.0,5.5,320.0,241.0,79.0,13.0,13.0,0.0,24.0,", PB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Courtney Upshaw,35,LB,BAL,2012,2012,64.0,51.0,0.0,0.0,0.0,6.0,3.0,0.0,5.0,5.0,0.0,5.0,183.0,111.0,72.0,17.0,17.0,0.0,26.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Derek Wolfe,36,DT,DEN,2012,2012,55.0,55.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,17.0,140.0,96.0,44.0,25.0,34.0,0.0,27.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Andre Branch,38,LB,JAX,2012,2012,51.0,12.0,0.0,0.0,0.0,11.0,5.0,0.0,3.0,49.0,1.0,14.0,91.0,69.0,22.0,16.0,21.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Jackrabbit Jenkins,39,DB,STL,2012,2012,60.0,58.0,10.0,279.0,5.0,48.0,3.0,3.0,2.0,2.0,1.0,1.0,256.0,229.0,27.0,5.0,1.0,0.0,26.0,"AP DRoY-4, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Mychal Kendricks,46,LB,PHI,2012,2012,55.0,53.0,3.0,25.0,0.0,18.0,6.0,0.0,4.0,6.0,0.0,12.0,349.0,264.0,85.0,33.0,25.0,0.0,25.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Bobby Wagner,47,LB,SEA,2012,2012,56.0,55.0,5.0,64.0,0.0,21.0,2.0,0.0,4.0,45.0,2.0,9.5,478.0,293.0,185.0,25.0,21.0,0.0,46.0,"AP DRoY-2, , PB,AP-1,AP MVP-5, PB,AP-2",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
23,Tavon Wilson,48,DB,NWE,2012,2012,54.0,4.0,5.0,161.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,79.0,60.0,19.0,1.0,2.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Kendall Reyes,49,DT,SDG,2012,2012,64.0,50.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.5,126.0,81.0,45.0,19.0,30.0,0.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Jerel Worthy,51,DT,GNB,2012,2012,31.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,27.0,16.0,11.0,5.0,5.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Zach Brown,52,LB,TEN,2012,2012,49.0,33.0,6.0,204.0,2.0,13.0,2.0,1.0,3.0,6.0,0.0,10.0,261.0,195.0,66.0,24.0,17.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Devon Still,53,DT,CIN,2012,2012,33.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.5,43.0,21.0,22.0,1.0,1.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Lavonte David,58,LB,TAM,2012,2012,62.0,62.0,9.0,133.0,1.0,31.0,8.0,0.0,4.0,0.0,0.0,13.0,577.0,405.0,172.0,68.0,27.0,1.0,40.0,"AP DRoY-5, AP-1, , PB",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,Vinny Curry,59,DE,PHI,2012,2012,52.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,16.5,62.0,51.0,11.0,17.0,33.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Casey Hayward,62,DB,GNB,2012,2012,51.0,20.0,9.0,194.0,1.0,34.0,1.0,0.0,2.0,49.0,1.0,0.0,168.0,134.0,34.0,6.0,3.0,0.0,10.0,"AP DRoY-3, ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Trumaine Johnson,65,DB,STL,2012,2012,55.0,33.0,15.0,245.0,2.0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,205.0,178.0,27.0,6.0,0.0,0.0,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Josh Robinson,66,DB,MIN,2012,2012,47.0,21.0,5.0,90.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,140.0,16.0,3.0,1.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Olivier Vernon,72,LB,MIA,2012,2012,64.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,196.0,143.0,53.0,43.0,74.0,0.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Brandon Taylor,73,DB,SDG,2012,2012,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,4.0,2.0,0.0,1.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Demario Davis,77,LB,NYJ,2012,2012,64.0,51.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,-4.0,0.0,6.5,348.0,230.0,118.0,18.0,19.0,0.0,27.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Brandon Hardin,79,DB,CHI,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Jamell Fleming,80,DB,ARI,2012,2012,46.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,63.0,7.0,2.0,1.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Tyrone Crawford,81,DE,DAL,2012,2012,61.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,12.5,116.0,77.0,39.0,22.0,35.0,0.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Mike Martin,82,DT,TEN,2012,2012,46.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,42.0,26.0,12.0,12.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Bill Bentley,85,DB,DET,2012,2012,20.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,34.0,11.0,0.0,0.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Sean Spence,86,LB,PIT,2012,2012,53.0,23.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,163.0,111.0,52.0,10.0,10.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,John Hughes,87,DT,CLE,2012,2012,52.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,5.5,109.0,52.0,57.0,8.0,8.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Akiem Hicks,89,DE,NOR,2012,2012,61.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.5,140.0,75.0,65.0,22.0,23.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Jake Bequette,90,DE,NWE,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Brandon Thompson,93,DT,CIN,2012,2012,39.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,29.0,24.0,6.0,6.0,0.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Jayron Hosley,94,DB,NYG,2012,2012,43.0,15.0,2.0,17.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,69.0,21.0,2.0,0.0,0.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Omar Bolden,101,DB,DEN,2012,2012,56.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,51.0,42.0,9.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Frank Alexander,103,DE,CAR,2012,2012,29.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,-3.0,0.0,3.5,34.0,20.0,14.0,5.0,10.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Nigel Bradham,105,LB,BUF,2012,2012,57.0,38.0,1.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,3.5,271.0,174.0,97.0,13.0,10.0,0.0,20.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Alameda Ta'amu,109,DT,PIT,2012,2012,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,1.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Kyle Wilber,113,LB,DAL,2012,2012,58.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,3.5,101.0,67.0,34.0,6.0,7.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Jaye Howard,114,DT,SEA,2012,2012,37.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,-1.0,0.0,6.5,99.0,65.0,34.0,15.0,16.0,0.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Coty Sensabaugh,115,DB,TEN,2012,2012,59.0,27.0,2.0,42.0,1.0,23.0,0.0,0.0,3.0,0.0,0.0,1.0,169.0,131.0,38.0,2.0,1.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Keenan Robinson,119,LB,WAS,2012,2012,52.0,27.0,2.0,44.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,1.5,266.0,170.0,96.0,9.0,10.0,0.0,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,James-Michael Johnson,120,LB,CLE,2012,2012,48.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,106.0,80.0,26.0,7.0,1.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Brandon Boykin,123,DB,PHI,2012,2012,64.0,7.0,8.0,137.0,1.0,38.0,5.0,1.0,1.0,0.0,0.0,2.0,145.0,128.0,17.0,3.0,6.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Ron Brooks,124,DB,BUF,2012,2012,47.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,67.0,9.0,4.0,8.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Ronnell Lewis,125,LB,DET,2012,2012,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Jared Crick,126,DE,HOU,2012,2012,63.0,32.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,5.5,146.0,81.0,65.0,10.0,24.0,0.0,22.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Miles Burris,129,LB,OAK,2012,2012,38.0,31.0,1.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.5,209.0,141.0,68.0,9.0,9.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Christian Thompson,130,DB,BAL,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Mike Daniels,132,DT,GNB,2012,2012,62.0,33.0,1.0,6.0,0.0,3.0,1.0,0.0,2.0,43.0,1.0,18.0,125.0,85.0,40.0,28.0,38.0,0.0,20.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Jerron McMillian,133,DB,GNB,2012,2012,28.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,42.0,30.0,12.0,1.0,1.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Matt Johnson,135,DB,DAL,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Josh Chapman,136,NT,IND,2012,2012,29.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,11.0,3.0,1.0,0.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Malik Jackson,137,DT,DEN,2012,2012,62.0,24.0,0.0,0.0,0.0,15.0,2.0,0.0,2.0,-2.0,0.0,14.5,134.0,100.0,34.0,27.0,44.0,1.0,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Tahir Whitehead,138,LB,DET,2012,2012,62.0,23.0,3.0,28.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,2.0,157.0,118.0,39.0,11.0,6.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Robert Blanton,139,DB,MIN,2012,2012,60.0,17.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,148.0,66.0,0.0,0.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Najee Goode,140,LB,TAM,2012,2012,32.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,32.0,24.0,8.0,1.0,1.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Brandon Marshall,142,LB,JAX,2012,2012,36.0,29.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,3.5,218.0,170.0,48.0,20.0,6.0,0.0,16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Josh Norman,143,DB,CAR,2012,2012,53.0,38.0,7.0,172.0,2.0,36.0,4.0,1.0,3.0,12.0,0.0,0.0,181.0,139.0,42.0,4.0,0.0,0.0,24.0,", PB,AP-1,AP DPoY-4",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
72,DeQuan Menzie,146,DB,KAN,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Tank Carder,147,LB,BUF,2012,2012,62.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,15.0,0.0,0.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Chris Greenwood,148,DB,DET,2012,2012,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Korey Toomer,154,LB,SEA,2012,2012,46.0,16.0,1.0,59.0,1.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,130.0,88.0,42.0,6.0,5.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Josh Kaddu,155,LB,MIA,2012,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Shaun Prater,156,DB,CIN,2012,2012,21.0,3.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Jack Crawford,158,DE,OAK,2012,2012,41.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,48.0,31.0,17.0,10.0,7.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Corey White,162,DB,NOR,2012,2012,51.0,20.0,4.0,45.0,0.0,18.0,2.0,2.0,2.0,0.0,0.0,1.0,131.0,110.0,21.0,4.0,5.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Terrell Manning,163,LB,GNB,2012,2012,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Jonathan Massaquoi,164,DE,ATL,2012,2012,39.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,47.0,23.0,11.0,15.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Darius Fleming,165,LB,SFO,2012,2012,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,George Iloka,167,DB,CIN,2012,2012,51.0,44.0,5.0,57.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,189.0,124.0,65.0,4.0,3.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Asa Jackson,169,DB,BAL,2012,2012,18.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,6.0,1.0,0.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Jeremy Lane,172,DB,SEA,2012,2012,41.0,6.0,2.0,60.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,66.0,46.0,20.0,3.0,1.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Keith Tandy,174,DB,TAM,2012,2012,54.0,7.0,4.0,45.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,93.0,70.0,23.0,4.0,2.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Mike Harris,176,DB,JAX,2012,2012,36.0,9.0,2.0,11.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,113.0,102.0,11.0,5.0,2.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
