,Player Name,Pick,Position,Team,Draft Year,Start Season,G,GS,Int,Int Yds,IntTD,PD,FF,Fmb,FR,FR Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,AV,Awards,AP DRoY-5,AP CPoY-2,AP CPoY-3,AP DPoY-7,AP CPoY-4,AP MVP-6,AP DPoY-5,AP CPoY-6,PB,AP DRoY-2,AP DPoY-17,AP DPoY-4,AP MVP-8,AP DRoY-3,AP DRoY-4,AP MVP-5,AP DPoY-1,AP-1,AP DPoY-2,AP-2,AP DPoY-3,AP CPoY-12,AP DRoY-1,AP DPoY-9,AP DPoY-6
639,Haason Reddick,13,LB,ARI,2017,2017,64.0,31.0,0.0,0.0,0.0,15.0,9.0,0.0,1.0,3.0,0.0,20.0,255.0,162.0,93.0,33.0,32.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Derek Barnett,14,DE,PHI,2017,2017,48.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,23.0,1.0,19.5,101.0,75.0,26.0,29.0,65.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Malik Hooker,15,S,IND,2017,2017,36.0,35.0,7.0,146.0,0.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,124.0,81.0,43.0,1.0,0.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Marlon Humphrey,16,CB,BAL,2017,2017,61.0,43.0,8.0,55.0,0.0,51.0,11.0,0.0,3.0,91.0,2.0,2.5,218.0,184.0,34.0,12.0,5.0,1.0,33.0,", PB,AP-1, PB",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
643,Jonathan Allen,17,DE,WAS,2017,2017,52.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,17.0,202.0,120.0,82.0,21.0,45.0,1.0,26.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Adoree' Jackson,18,CB,TEN,2017,2017,46.0,41.0,2.0,7.0,0.0,33.0,3.0,5.0,2.0,0.0,0.0,0.0,200.0,176.0,24.0,6.0,0.0,0.0,16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Jarrad Davis,21,LB,DET,2017,2017,55.0,45.0,1.0,12.0,0.0,9.0,7.0,0.0,3.0,36.0,0.0,10.5,305.0,201.0,104.0,19.0,23.0,0.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Charles Harris,22,OLB,MIA,2017,2017,54.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.5,79.0,42.0,37.0,13.0,28.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Gareon Conley,24,CB,OAK,2017,2017,31.0,26.0,4.0,67.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,65.0,29.0,0.0,0.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Jabrill Peppers,25,S,CLE,2017,2017,55.0,54.0,4.0,38.0,1.0,24.0,4.0,7.0,5.0,16.0,0.0,3.5,304.0,205.0,99.0,19.0,9.0,0.0,22.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Takkarist McKinley,26,DE,ATL,2017,2017,49.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,17.5,79.0,53.0,26.0,22.0,45.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Tre'Davious White,27,CB,BUF,2017,2017,61.0,61.0,15.0,208.0,0.0,54.0,4.0,0.0,4.0,51.0,1.0,2.5,238.0,189.0,49.0,10.0,4.0,0.0,44.0,"AP DRoY-2, , PB,AP-1,AP DPoY-5, PB,AP-2",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
651,Taco Charlton,28,DE,DAL,2017,2017,44.0,12.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,11.0,74.0,46.0,28.0,12.0,20.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,T.J. Watt,30,OLB,PIT,2017,2017,62.0,62.0,4.0,24.0,0.0,25.0,17.0,0.0,4.0,0.0,0.0,49.5,230.0,168.0,62.0,59.0,111.0,0.0,50.0,", PB, PB,AP-1,AP DPoY-3, PB,AP-1,AP DPoY-2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
653,Reuben Foster,31,LB,SFO,2017,2017,16.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,84.0,17.0,10.0,7.0,0.0,8.0,"AP DRoY-3, ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
654,Kevin King,33,CB,GNB,2017,2017,41.0,36.0,6.0,54.0,0.0,27.0,2.0,1.0,2.0,48.0,0.0,1.0,168.0,137.0,31.0,5.0,2.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Malik McDowell,35,DT,SEA,2017,2017,15.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,33.0,19.0,14.0,7.0,5.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Budda Baker,36,S,ARI,2017,2017,61.0,51.0,2.0,90.0,0.0,20.0,5.0,0.0,4.0,34.0,1.0,5.5,441.0,330.0,111.0,25.0,10.0,0.0,35.0,"PB,AP-1, , PB",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
657,Marcus Maye,39,S,NYJ,2017,2017,54.0,54.0,6.0,148.0,0.0,22.0,4.0,0.0,1.0,0.0,0.0,2.5,266.0,189.0,77.0,5.0,2.0,0.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Marcus Williams,42,S,NOR,2017,2017,60.0,60.0,13.0,205.0,1.0,30.0,2.0,0.0,2.0,0.0,0.0,1.0,246.0,187.0,59.0,1.0,0.0,0.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Sidney Jones,43,CB,PHI,2017,2017,31.0,14.0,4.0,5.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,63.0,13.0,3.0,0.0,0.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Quincy Wilson,46,CB,IND,2017,2017,32.0,11.0,2.0,33.0,0.0,8.0,0.0,0.0,1.0,38.0,0.0,0.0,62.0,49.0,13.0,3.0,0.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Tyus Bowser,47,OLB,BAL,2017,2017,63.0,2.0,4.0,80.0,0.0,10.0,1.0,0.0,1.0,33.0,1.0,10.5,80.0,52.0,28.0,11.0,29.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Ryan Anderson,49,OLB,WAS,2017,2017,52.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,6.0,86.0,55.0,31.0,7.0,15.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Justin Evans,50,S,TAM,2017,2017,43.0,29.0,4.0,28.0,0.0,12.0,2.0,0.0,2.0,34.0,1.0,0.0,169.0,119.0,50.0,5.0,0.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,DeMarcus Walker,51,DE,DEN,2017,2017,36.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.5,51.0,31.0,20.0,10.0,16.0,0.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Teez Tabor,53,CB,DET,2017,2017,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,47.0,12.0,0.0,1.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Raekwon McMillan,54,LB,MIA,2017,2017,61.0,33.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,23.0,1.0,1.0,239.0,147.0,92.0,14.0,3.0,0.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Dalvin Tomlinson,55,DT,NYG,2017,2017,64.0,64.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,207.0,106.0,101.0,21.0,20.0,0.0,27.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Obi Melifonwu,56,S,OAK,2017,2017,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Zach Cunningham,57,LB,HOU,2017,2017,62.0,59.0,1.0,38.0,1.0,15.0,4.0,0.0,3.0,24.0,0.0,6.5,503.0,326.0,177.0,22.0,11.0,0.0,29.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Tanoh Kpassagnon,59,DE,KAN,2017,2017,61.0,24.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,7.0,75.0,52.0,23.0,12.0,18.0,0.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Chidobe Awuzie,60,CB,DAL,2017,2017,49.0,42.0,4.0,0.0,0.0,37.0,2.0,0.0,1.0,0.0,0.0,0.0,213.0,148.0,65.0,1.0,1.0,0.0,16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Josh Jones,61,S,GNB,2017,2017,48.0,25.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,211.0,160.0,51.0,7.0,3.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Larry Ogunjobi,65,DT,CLE,2017,2017,60.0,47.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,14.5,180.0,108.0,72.0,29.0,37.0,0.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Ahkello Witherspoon,66,CB,SFO,2017,2017,47.0,33.0,4.0,67.0,1.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,117.0,99.0,18.0,2.0,0.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Dawuane Smoot,68,DE,JAX,2017,2017,56.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.5,66.0,50.0,16.0,14.0,32.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Jordan Willis,73,OLB,CIN,2017,2017,50.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.5,65.0,43.0,22.0,10.0,14.0,0.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Chris Wormley,74,DE,BAL,2017,2017,52.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.5,62.0,38.0,24.0,5.0,12.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Duke Riley,75,LB,ATL,2017,2017,57.0,24.0,1.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.5,159.0,94.0,65.0,4.0,2.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Alex Anzalone,76,LB,NOR,2017,2017,38.0,20.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,123.0,85.0,38.0,8.0,8.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Daeshon Hall,77,DE,CAR,2017,2017,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,6.0,3.0,1.0,3.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Tim Williams,78,OLB,BAL,2017,2017,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,13.0,5.0,3.0,5.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,Tarell Basham,80,DE,IND,2017,2017,58.0,12.0,1.0,1.0,0.0,7.0,4.0,0.0,1.0,2.0,0.0,7.5,84.0,48.0,36.0,9.0,23.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,Fabian Moreau,81,CB,WAS,2017,2017,60.0,18.0,6.0,32.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,125.0,84.0,41.0,1.0,1.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Derek Rivers,83,DE,NWE,2017,2017,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,16.0,11.0,5.0,5.0,7.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Eddie Vanderdoes,88,DT,OAK,2017,2017,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,8.0,2.0,2.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Shaquill Griffin,90,DB,SEA,2017,2017,57.0,53.0,6.0,28.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0,203.0,46.0,9.0,1.0,0.0,23.0,", PB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,John Johnson,91,S,LAR,2017,2017,54.0,48.0,8.0,115.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,350.0,235.0,115.0,8.0,2.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Jourdan Lewis,92,CB,DAL,2017,2017,61.0,26.0,4.0,52.0,0.0,19.0,0.0,0.0,4.0,77.0,1.0,6.0,176.0,136.0,40.0,13.0,5.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Montravius Adams,93,DT,GNB,2017,2017,45.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.5,44.0,22.0,22.0,4.0,6.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Cameron Sutton,94,CB,PIT,2017,2017,52.0,8.0,3.0,26.0,0.0,17.0,4.0,0.0,1.0,0.0,0.0,2.0,73.0,64.0,9.0,3.0,3.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Lano Hill,95,S,SEA,2017,2017,42.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,41.0,23.0,3.0,2.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Cordrea Tankersley,97,CB,MIA,2017,2017,19.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,10.0,1.0,0.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Rasul Douglas,99,CB,PHI,2017,2017,60.0,29.0,5.0,21.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,145.0,35.0,10.0,1.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Brendan Langley,101,CB,DEN,2017,2017,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Nazair Jones,102,DT,SEA,2017,2017,20.0,2.0,1.0,24.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,12.0,14.0,4.0,6.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Trey Hendrickson,103,OLB,NOR,2017,2017,45.0,18.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,65.0,47.0,18.0,18.0,43.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Kendell Beckwith,107,ILB,TAM,2017,2017,16.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0,60.0,13.0,7.0,2.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,Vince Biegel,108,LB,GNB,2017,2017,43.0,10.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,81.0,42.0,39.0,9.0,13.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,Jaleel Johnson,109,DT,MIN,2017,2017,53.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,87.0,43.0,44.0,9.0,9.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,Tedric Thompson,111,S,SEA,2017,2017,37.0,16.0,3.0,18.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,93.0,63.0,30.0,0.0,0.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Eddie Jackson,112,S,CHI,2017,2017,62.0,62.0,10.0,181.0,3.0,31.0,7.0,0.0,6.0,151.0,3.0,2.0,266.0,210.0,56.0,9.0,1.0,0.0,38.0,", PB,AP-1, PB",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
702,Rayshawn Jenkins,113,S,LAC,2017,2017,61.0,32.0,5.0,33.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.5,174.0,115.0,59.0,7.0,4.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Carl Lawson,116,OLB,CIN,2017,2017,51.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,81.0,49.0,32.0,19.0,83.0,0.0,11.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Ben Gedeon,120,ILB,MIN,2017,2017,39.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,60.0,43.0,0.0,0.0,0.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Montae Nicholson,123,S,WAS,2017,2017,35.0,26.0,3.0,23.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,126.0,92.0,34.0,0.0,0.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Jalen Reeves-Maybin,124,LB,DET,2017,2017,55.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,90.0,70.0,20.0,4.0,2.0,0.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Samson Ebukam,125,OLB,LAR,2017,2017,64.0,35.0,1.0,25.0,1.0,6.0,6.0,0.0,4.0,11.0,1.0,14.0,150.0,95.0,55.0,16.0,28.0,0.0,21.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Howard Wilson,126,CB,CLE,2017,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Deatrich Wise Jr.,131,DE,NWE,2017,2017,62.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,131.0,78.0,53.0,15.0,56.0,0.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,Ryan Glasgow,138,DT,CIN,2017,2017,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,21.0,23.0,4.0,3.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Carlos Watkins,142,DT,HOU,2017,2017,42.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,74.0,38.0,36.0,9.0,5.0,0.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Grover Stewart,144,DT,IND,2017,2017,62.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.5,123.0,74.0,49.0,14.0,15.0,0.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,Blair Brown,148,LB,JAX,2017,2017,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,17.0,13.0,4.0,0.0,1.0,0.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,Damontae Kazee,149,CB,ATL,2017,2017,52.0,34.0,10.0,107.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,199.0,137.0,62.0,3.0,0.0,0.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Desmond King,151,S,LAC,2017,2017,62.0,28.0,4.0,165.0,2.0,19.0,2.0,5.0,5.0,76.0,1.0,8.5,244.0,193.0,51.0,16.0,14.0,0.0,19.0,", AP-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,Corn Elder,152,CB,CAR,2017,2017,35.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,36.0,12.0,1.0,0.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Jayon Brown,155,LB,TEN,2017,2017,56.0,33.0,3.0,22.0,1.0,26.0,4.0,0.0,3.0,53.0,1.0,9.5,330.0,216.0,114.0,17.0,18.0,0.0,22.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Nate Hairston,158,CB,IND,2017,2017,43.0,17.0,2.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,77.0,18.0,5.0,4.0,1.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Anthony Walker,161,LB,IND,2017,2017,57.0,48.0,3.0,22.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,3.5,343.0,229.0,114.0,19.0,6.0,0.0,23.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Matt Milano,163,LB,BUF,2017,2017,54.0,38.0,5.0,56.0,0.0,21.0,2.0,0.0,5.0,40.0,1.0,6.0,273.0,184.0,89.0,30.0,25.0,0.0,25.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Jamal Agnew,165,CB,DET,2017,2017,46.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,30.0,28.0,2.0,1.0,0.0,0.0,0.0,"AP-1, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
722,Avery Moss,167,DE,NYG,2017,2017,22.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,18.0,0.0,5.0,0.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Marquel Lee,168,LB,OAK,2017,2017,45.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,71.0,44.0,6.0,3.0,0.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Treston Decoud,169,S,HOU,2017,2017,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Brian Allen,173,DB,PIT,2017,2017,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Davon Godchaux,178,DT,MIA,2017,2017,52.0,42.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,179.0,100.0,79.0,12.0,16.0,0.0,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
