,Player Name,Pick,Position,Team,Draft Year,Start Season,G,GS,Att,Rush Yds,Rush TD,Rush 1D,Tgt,Rec,Rec Yds,Rec TD,Rec 1D,Touch,YScm,RRTD,Fmb,AV,Rush Succ%,Y/A,Rush Y/G,A/G,Y/R,Rec Succ%,R/G,Rec Y/G,Ctch%,Y/Tgt,Y/Tch,Awards,AP OPoY-4,AP CPoY-2,AP CPoY-5,AP OPoY-1,AP ORoY-1,AP ORoY-2,AP CPoY-3,AP ORoY-3,AP MVP-3,AP OPoY-11,AP CPoY-4,AP ORoY-4,AP CPoY-6,AP MVP-9,PB,AP MVP-8,AP OPoY-6,AP OPoY-8,AP OPoY-3,AP MVP-5,AP OPoY-2,AP-1,AP-2,AP MVP-2,AP OPoY-5
588,Tylan Wallace,131,WR,BAL,2021,2021,54.0,1.0,0.0,0.0,0.0,0.0,27.0,18.0,260.0,1.0,8.0,18.0,260.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,12.075,0.0,0.3,4.375,58.025000000000006,7.525,12.075,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Jacob Harris,141,WR,LAR,2021,2021,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.025,0.225,25.0,1.5,1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Luke Farrell,145,TE,JAX,2021,2021,66.0,20.0,0.0,0.0,0.0,0.0,47.0,36.0,318.0,0.0,15.0,36.0,318.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.875,0.0,0.55,4.7749999999999995,80.225,7.324999999999999,8.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Brevin Jordan,147,TE,HOU,2021,2021,36.0,12.0,0.0,0.0,0.0,0.0,80.0,53.0,532.0,5.0,31.0,53.0,532.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,8.6,0.0,1.425,12.625,67.275,5.925,8.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Kenneth Gainwell,150,RB,PHI,2021,2021,66.0,4.0,280.0,1185.0,12.0,67.0,138.0,102.0,721.0,1.0,37.0,382.0,1906.0,13.0,5.0,17.0,43.9,4.25,18.049999999999997,4.275,7.1000000000000005,43.725,1.5750000000000002,10.975,74.775,5.2749999999999995,5.025,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Ihmir Smith-Marsette,157,WR,MIN,2021,2021,33.0,1.0,9.0,73.0,1.0,4.0,20.0,14.0,182.0,2.0,9.0,23.0,255.0,3.0,3.0,0.0,18.75,2.075,1.0750000000000002,0.15,11.15,39.575,0.3,4.85,47.075,7.050000000000001,9.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Noah Gray,162,TE,KAN,2021,2021,67.0,29.0,3.0,-2.0,1.0,1.0,134.0,103.0,1077.0,9.0,57.0,106.0,1075.0,10.0,0.0,10.0,25.0,-0.5,0.0,0.07500000000000001,9.4,56.425,1.5,15.875,75.57499999999999,7.175000000000001,9.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Zach Davidson,168,TE,MIN,2021,2021,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.125,0.625,12.5,0.625,1.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Simi Fehoko,179,WR,DAL,2021,2021,24.0,2.0,0.0,0.0,0.0,0.0,22.0,10.0,139.0,1.0,8.0,10.0,139.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.675,0.0,0.4,4.9,40.625,4.275,8.675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Frank Darby,187,WR,ATL,2021,2021,16.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,29.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.07500000000000001,1.1,31.25,4.625,7.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Elijah Mitchell,194,RB,SFO,2021,2021,27.0,12.0,327.0,1523.0,9.0,76.0,32.0,28.0,158.0,1.0,8.0,355.0,1681.0,10.0,0.0,11.0,42.224999999999994,3.6500000000000004,42.2,8.65,2.95,34.375,0.7,3.8000000000000003,61.25,2.6250000000000004,3.625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Gary Brightwell,196,RB,NYG,2021,2021,39.0,0.0,41.0,164.0,1.0,9.0,16.0,11.0,92.0,0.0,6.0,52.0,256.0,1.0,0.0,1.0,41.025,2.65,2.825,0.8,5.800000000000001,48.225,0.275,2.375,58.475,4.4,3.675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Larry Rountree,198,RB,LAC,2021,2021,16.0,0.0,49.0,106.0,1.0,5.0,4.0,3.0,13.0,0.0,1.0,52.0,119.0,1.0,0.0,1.0,10.25,0.975,3.025,1.575,1.5,12.5,0.15,0.85,37.5,1.625,1.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Chris Evans,202,RB,CIN,2021,2021,34.0,1.0,19.0,89.0,0.0,3.0,22.0,19.0,188.0,3.0,8.0,38.0,277.0,3.0,0.0,2.0,10.3,2.625,1.75,0.375,5.449999999999999,27.2,0.37500000000000006,3.475,65.8,4.35,5.874999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Shi Smith,204,WR,CAR,2021,2021,23.0,6.0,1.0,-3.0,0.0,0.0,52.0,28.0,400.0,2.0,17.0,29.0,397.0,2.0,4.0,4.0,0.0,-0.75,-0.125,0.05,7.7,21.75,0.575,8.675,27.05,4.175,6.975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Racey McMath,205,WR,TEN,2021,2021,14.0,0.0,1.0,4.0,0.0,0.0,14.0,4.0,48.0,0.0,1.0,5.0,52.0,0.0,1.0,0.0,0.0,1.0,0.2,0.05,6.0,7.3,0.15000000000000002,2.225,14.575,1.575,4.675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Jalen Camp,209,WR,JAX,2021,2021,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.125,0.875,25.0,1.75,1.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Demetric Felton,211,RB,CLE,2021,2021,24.0,4.0,8.0,189.0,2.0,10.0,25.0,20.0,20.0,0.0,0.0,28.0,209.0,2.0,5.0,2.0,20.525,-0.15000000000000002,3.075,0.125,3.525,7.15,0.35000000000000003,0.25,33.925,2.65,2.375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Khalil Herbert,217,RB,CHI,2021,2021,56.0,13.0,400.0,1905.0,9.0,85.0,70.0,53.0,312.0,2.0,17.0,453.0,2217.0,11.0,3.0,14.0,50.65,4.525,35.475,7.4,5.6,33.975,0.9750000000000001,5.75,79.475,4.3500000000000005,4.625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Seth Williams,219,WR,DEN,2021,2021,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.125,4.25,25.0,8.5,8.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Dazz Newsome,221,WR,CHI,2021,2021,3.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,23.0,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.175,1.925,10.0,1.15,2.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Mike Strachan,229,WR,IND,2021,2021,23.0,1.0,0.0,0.0,0.0,0.0,15.0,6.0,130.0,0.0,6.0,6.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.425,0.0,0.2,5.025,33.325,7.574999999999999,19.425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Jake Funk,233,RB,LAR,2021,2021,20.0,0.0,4.0,15.0,0.0,0.0,1.0,1.0,12.0,0.0,1.0,5.0,27.0,0.0,0.0,0.0,12.5,1.875,0.75,0.175,3.0,25.0,0.075,0.75,25.0,3.0,2.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Ben Skowronek,249,WR,LAR,2021,2021,55.0,13.0,3.0,26.0,1.0,2.0,98.0,63.0,644.0,1.0,30.0,66.0,670.0,2.0,0.0,7.0,37.5,5.375,0.425,0.05,10.95,52.725,1.15,11.799999999999999,71.4,8.05,10.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Kylin Hill,256,RB,GNB,2021,2021,10.0,0.0,11.0,31.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,12.0,36.0,0.0,0.0,0.0,30.0,2.35,1.625,0.45,1.25,12.5,0.025,0.15,12.5,0.625,2.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Jermar Jefferson,257,RB,DET,2021,2021,9.0,0.0,21.0,96.0,2.0,5.0,6.0,5.0,33.0,0.0,3.0,26.0,129.0,2.0,0.0,1.0,34.15,2.1500000000000004,5.4,1.275,3.95,40.0,0.275,2.075,45.0,3.65,2.425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Dax Milne,258,WR,WAS,2021,2021,28.0,2.0,1.0,1.0,0.0,0.0,21.0,15.0,120.0,1.0,6.0,16.0,121.0,1.0,2.0,1.0,0.0,0.25,0.025,0.025,3.8499999999999996,32.15,0.275,2.225,37.5,2.8,3.6500000000000004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
